airline_sentiment,text
positive,@JetBlue you don't remember our date Monday night back to NYC? #heartbroken
positive,0
positive,0
positive,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again"
positive,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?
positive,0
positive,@JetBlue my flight attendant Angel was awesome. #415 #kudos
positive,@JetBlue thank you #loyalmosaicmember
positive,@JetBlue thank you very very much!! 💙💙
positive,@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :)
positive,@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!
positive,@JetBlue I LOVE JET BLUE!
positive,@NinaDavuluri We think it's a treat to have you onboard! Enjoy your flight. 💙
positive,0
positive,@JetBlue yes! Always a treat to fly with you guys! 😊✈️
positive,0
positive,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30"
positive,@JetBlue safety first !! #lovejetblue
positive,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!
positive,"@JetBlue no, they're too busy being awesome and trying to get us out ASAP. I'll deal."
positive,@JetBlue thanks so much!! ❤️✨ very relaxing flight!
positive,0
positive,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response."
positive,@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!
positive,@JetBlue thanks JB!! This is why I 💙 you!
positive,0
positive,@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.
positive,@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍
positive,"@JetBlue awesome, thanks!"
positive,@JetBlue keep going back and forth with being able to board and then not. But great agents in savannah!
positive,@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.
positive,"@JetBlue Vegas, San Francisco, Baltimore, San Diego and Philadelphia so far! I'm a very frequent business traveler."
positive,@JetBlue you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!
positive,@JetBlue @TSA JetBlue never disappoints !
positive,@JetBlue thanks for your help! #jetbluesofly
positive,"@JetBlue:  Ahoy from a loyal #AllYouCanJetPass holder! When do you anticipate direct US flights to #Havana, #Cuba? (#JetBlue #Vacation)"
positive,"@JetBlue okie doke! Knowing you, you will fix this ;)"
positive,".@JetBlue Wish you would make Austin, TX a hub. Missing you as my “only” airline for all my biz travel since I moved from BOS. :("
positive,@JetBlue Crisis averted! Flight #69 from BOS to FLL is boarding. Let's hope the new pilots aren't Clarence Oveur and Roger Murdock. :-)
positive,0
positive,Not your fault @JetBlue Social Media Awesome People. I know everyone is working hard to get us in our way.
positive,0
positive,0
positive,0
positive,0
positive,"@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando.  👍👍"
positive,@JetBlue There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;)
positive,0
positive,"@JetBlue be flying soon to NYC on your airline, of all airlines I've flown you're still #1 to me 😊😊😊✈️✈️✈️"
positive,"@JetBlue Utah, I think. And thanks!"
positive,@JetBlue thank you!
positive,"@JetBlue, never been delayed before; 533 to TPA out of BDL. Better safe than sorry. 💙 #lovejetblue #onlyblue #jetblueforever"
positive,@JetBlue great flight and crew! Flight 51 from BOS to MCO
positive,@JetBlue That's why I love JetBlue! #truebluemember4life
positive,"@JetBlue Awesome, thanks! I'll give a call Late Flightr today. Appreciate the help!"
positive,@JetBlue THANKS!! Her 80th bday is Saturday. We're having an aviation themed surprise party for her.
positive,"@JetBlue Best airline name ever. Whenever I see it, I want to get on their plane to blue skies &amp; sea. (And they DELIVER on that promise)"
positive,@JetBlue is gettin fancy! #Mint #LieFlat Nice work on the menu @Saxonandparole #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT
positive,0
positive,@JetBlue thank you will do!! You guy are awesome!
positive,"@JetBlue no, but we're on the flight leaving from Boston to Seattle right now. :) flight 597"
positive,@JetBlue definitely!
positive,@JetBlue okay awesome! Thank you!
positive,@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue
positive,@JetBlue TA off site at #thelodge. Should be a fun day. @YeniettElswood @AndrewBiga @CodyCleverly @HeidiMacey @motherpollock
positive,0
positive,@JetBlue thank you!!
positive,@JetBlue ready to go to Disneyworld!  For the @runDisney #PrincessHalf http://t.co/sTQY9V8256
positive,@JetBlue Thank you for the JetBlue Credit. Nice save :-)
positive,@JetBlue #Bluemanity @AirlineAdviser loves this. Have a great time flying this
positive,"@JetBlue yes, with about 20 minutes to spare.  FYI - your employees are amazing.  Keep up the good work!"
positive,@JetBlue OH YEAH!!! great flight down to Mexico with a wonderful crew!! Thank you!!
positive,@JetBlue Thanks!
positive,@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf
positive,@JetBlue where's my selfie?
positive,@JetBlue Airways Reveals 'Bluemanity' Livery - TravelPulse http://t.co/fTTfyFMvCO
positive,@JetBlue haha thanks Jetblue👌☺️
positive,I know you have a lot of baggage... But i want you to know i really enjoyed being inside you. @JetBlue #Jetbae
positive,@JetBlue Thank you so much!  I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!
positive,"Hey @JetBlue, that's a sexy tattoo you got there on your left engine. #Jetbae http://t.co/Ox4w6KtsGI"
positive,0
positive,@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!
positive,@JetBlue #ClosePWCS please just tweet this🙏🙏❤️ I fly jetblue every time btw😏
positive,0
positive,@JetBlue I will! Thank you!
positive,0
positive,@JetBlue Amazingly Awesome customer service from your reservation agents tonight. Helping correct a mistake. I so love this airline. :)
positive,"@JetBlue The 13th Annual Martha's Vineyard African American Film Festival  August 10-15, 2015   Our attendees deserve a great flight to MV??"
positive,@JetBlue @T5Sparrow Love it. They're cute
positive,0
positive,0
positive,0
positive,0
positive,0
positive,"It really is nice, though. The snack fridge…that you can just get up and take stuff out, like a dorm common room, is genius. @JetBlue"
positive,"@JetBlue if I tell you I like that @warriors pick, will that get me that bump to first class? :)"
positive,@JetBlue I'll pass along the advice. You guys rock!!
positive,"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline"
positive,@JetBlue ok. I'll book JB to JFK then book to ATH. Thank you.
positive,@JetBlue Yes That's true but they are a bit pricey I will look into it further. Love you guys.
positive,"@JetBlue I flew to San Francisco from Fort Lauderdale with you last year, had a fantastic time so would like to go back !"
positive,"@JetBlue My #FlyingItForward affects just one small family of four, but it would make a huge difference in their life."
positive,@JetBlue Hawaii! Get me somewhere warm &amp; I can find some good to do. #FlyItForward
positive,".@JetBlue thx for confirming! Again, yr team is awesome. Thanks for the prompt &amp; helpful response! Cheers to less snow in everyone's future"
positive,@JetBlue What a great idea! #cometoAustin
positive,@JetBlue I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp; so much to do there.🌴
positive,0
positive,0
positive,0
positive,@JetBlue BEST SEAT ON A E190 to board early. READY. SET. GO!
positive,@JetBlue I'm all set. About to fly. Not bad for a first date with a giant metal bird machine. She even brought snacks.
positive,@JetBlue okay. The new screens are laptop-large &amp; real nice &amp; the wifi is appreciated. Thanks god for this tiny lil man in the middle seat.
positive,"@JetBlue incidentally, Sheila at JFK deserves a raise because she's awesome."
positive,@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍
positive,0
positive,@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!
positive,@JetBlue thank you :-)
positive,@JetBlue thanks!
positive,"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win."
positive,0
positive,"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍"
positive,@JetBlue The Magic eight ball has never steered me wrong  :)
positive,@JetBlue Will do. Thanks!
positive,"@JetBlue marks 15th year with new ""Bluemanity"" plane design - Sun Sentinel http://t.co/SjVEelween"
positive,@JetBlue you're welcome 👍👍👍 http://t.co/67k4N9eQ6E
positive,@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember
positive,@JetBlue 's free wifi on board is the best thing that's happened since sliced bread
positive,@JetBlue Beatriz and Susan. Gate 4 MCO.
positive,.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!
positive,@JetBlue its a wonderful thing!
positive,@JetBlue Flight Booking Problems flights for a DC visit for Easter weekend started difficult but ended well with you guys! Big fan here. :)
positive,@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP
positive,@JetBlue @Cayman_Islands  I know that bar :)  Wish I was there now!
positive,@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!
positive,@JetBlue you guys continue to impress. Your crew @ MCO gate 4helped our family with seat issues. #professional
positive,@JetBlue loving the free #wifi and #legroom ✈️ #SeattleBound
positive,@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U
positive,0
positive,@JetBlue credit to you for replying.  I’ll look forward to hopefully one of those 103 on my flight home tonight :)
positive,"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue"
positive,@JetBlue you're killing me now. :-) You got me! #smitten #trueblue
positive,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.
positive,@JetBlue thanks for listening. Doesn't mean I don't appreciate you!
positive,0
positive,Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!
positive,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!
positive,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!"
positive,"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!"
positive,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings
positive,0
positive,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!
positive,@JetBlue its always a pleasure ☺️
positive,@JetBlue this is lovely!
positive,@JetBlue Finally taking off! LAS-FLL-SJU #letsgo
positive,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB"
positive,@JetBlue awe you guys are great can't wait to travel with you again soon!!!
positive,@JetBlue yes! Announced we will take off. You're on it! Thank you!
positive,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!"
